date,mac_address,temperature,humidity,dew_point
2023-11-29 11:00:00,W220_BADB10,30.63333333333333,11.066666666666668,-3.1166666666666667
2023-11-29 11:30:00,W220_BADB10,30.616666666666664,11.049999999999999,-3.15
2023-11-29 12:00:00,W220_BADB10,30.666666666666668,10.950000000000001,-3.25
2023-11-29 12:30:00,W220_BADB10,30.71666666666667,11.216666666666669,-2.9000000000000004
2023-11-29 13:00:00,W220_BADB10,30.783333333333335,11.233333333333334,-2.85
2023-11-29 13:30:00,W220_BADB10,30.766666666666666,11.083333333333334,-3.0
2023-11-29 14:00:00,W220_BADB10,30.583333333333332,11.133333333333333,-3.1166666666666667
2023-11-29 14:30:00,W220_BADB10,30.433333333333337,10.666666666666666,-3.766666666666666
2023-11-29 15:00:00,W220_BADB10,30.366666666666664,10.316666666666668,-4.3
2023-11-29 15:30:00,W220_BADB10,30.3,9.9,-4.8500000000000005
2023-11-29 16:00:00,W220_BADB10,30.216666666666665,9.883333333333333,-4.983333333333333
2023-11-29 16:30:00,W220_BADB10,30.05,9.5,-5.6000000000000005
2023-11-29 17:00:00,W220_BADB10,29.96666666666667,9.366666666666665,-5.833333333333332
2023-11-29 17:30:00,W220_BADB10,29.849999999999998,9.316666666666666,-5.983333333333333
2023-11-29 18:00:00,W220_BADB10,29.8,9.416666666666666,-5.883333333333334
2023-11-29 18:30:00,W220_BADB10,29.78333333333333,9.283333333333333,-6.083333333333333
2023-11-29 19:00:00,W220_BADB10,30.0,9.033333333333333,-6.233333333333332
2023-11-29 19:30:00,W220_BADB10,29.950000000000003,8.9,-6.466666666666668
2023-11-29 20:00:00,W220_BADB10,29.7,8.95,-6.6000000000000005
2023-11-29 20:30:00,W220_BADB10,29.33333333333333,8.666666666666666,-7.283333333333332
2023-11-29 21:00:00,W220_BADB10,29.183333333333334,8.533333333333333,-7.616666666666666
2023-11-29 21:30:00,W220_BADB10,28.983333333333334,8.233333333333333,-8.2
2023-11-29 22:00:00,W220_BADB10,28.799999999999997,8.066666666666666,-8.600000000000001
2023-11-29 22:30:00,W220_BADB10,28.666666666666668,7.916666666666665,-8.950000000000001
2023-11-29 23:00:00,W220_BADB10,28.433333333333337,7.716666666666668,-9.366666666666665
2023-11-29 23:30:00,W220_BADB10,28.400000000000002,7.516666666666667,-9.733333333333333
2023-11-30 00:00:00,W220_BADB10,28.599999999999998,7.25,-10.033333333333333
2023-11-30 00:30:00,W220_BADB10,28.8,7.266666666666667,-9.883333333333335
2023-11-30 01:00:00,W220_BADB10,28.733333333333334,6.716666666666666,-10.833333333333336
2023-11-30 01:30:00,W220_BADB10,29.150000000000002,6.883333333333333,-10.283333333333335
2023-11-30 02:00:00,W220_BADB10,29.53333333333333,7.033333333333334,-9.75
2023-11-30 02:30:00,W220_BADB10,29.95,6.8999999999999995,-9.65
